state,south_australia_related,postcode,associated_residential_areas,reporting_year,age_group,percent_fully_immunised_band,interpret_with_caution
NSW,False,2337,"Scone, Middle Brook, Glenrock, Parkville, Segenhoe and 20 others",2016-17,1 year,95.0-100.0, 
NSW,False,2338,"Murrurundi, Blandford, Ardglen, Crawney, Green Creek and 4 others",2016-17,1 year,NP, 
NSW,False,2339,"Willow Tree, Parraweena, Big Jacks Creek, Braefield, Cattle Creek and 5 others",2016-17,1 year,NP, 
NSW,False,2340,"South Tamworth, Hillvue, West Tamworth, East Tamworth, North Tamworth and 34 others",2016-17,1 year,95.0-100.0, 
NSW,False,2341,Werris Creek,2016-17,1 year,NP, 
NSW,False,2342,"Currabubula, Piallaway",2016-17,1 year,NP, 
NSW,False,2343,"Quirindi, Spring Ridge, Pine Ridge, Wallabadah, Caroona and 10 others",2016-17,1 year,95.0-100.0,#
NSW,False,2344,"Duri, Winton",2016-17,1 year,NP, 
NSW,False,2345,"Attunga, Garthowen",2016-17,1 year,NP, 
NSW,False,2346,"Manilla, Upper Manilla, Borah Creek, Halls Creek, Klori and 6 others",2016-17,1 year,92.5-94.9,#
NSW,False,2347,"Barraba, Upper Horton, Woodsreef, Banoon, Cobbadah and 8 others",2016-17,1 year,NP, 
NSW,False,2350,"Armidale, Invergowrie, Castle Doyle, Saumarez Ponds, Aberfoyle and 21 others",2016-17,1 year,92.5-94.9, 
NSW,False,2352,"Kootingal, Tintinhull, Limbri, Mulla Creek",2016-17,1 year,95.0-100.0,#
NSW,False,2353,Moonbi,2016-17,1 year,NP, 
NSW,False,2354,"Walcha, Kentucky, Woolbrook, Yarrowitch, Niangala and 4 others",2016-17,1 year,95.0-100.0,#
NSW,False,2355,"Bendemeer, Watsons Creek, Retreat",2016-17,1 year,NP, 
NSW,False,2357,"Coonabarabran, Ulamambri, Bomera, Bugaldie, Dandry and 6 others",2016-17,1 year,92.5-94.9,#
NSW,False,2358,"Uralla, Balala, Arding, Rocky River, Salisbury Plains and 5 others",2016-17,1 year,92.5-94.9,#
NSW,False,2359,"Bundarra, Aberdeen, Bakers Creek, Camerons Creek",2016-17,1 year,NP, 
NSW,False,2360,"Inverell, Gilgai, Elsmore, Nullamanna, Bukkulla and 22 others",2016-17,1 year,92.5-94.9, 
NSW,False,2361,"Ashford, Atholwood, Bonshaw, Limestone, Pindaroi",2016-17,1 year,NP, 
NSW,False,2365,"Guyra, Ben Lomond, South Guyra, Glencoe, Black Mountain and 21 others",2016-17,1 year,90.0-92.4,#
NSW,False,2369,"Tingha, Old Mill, Stannifer",2016-17,1 year,NP, 
NSW,False,2370,"Glen Innes, Red Range, Stonehenge, Dundee, Bald Nob and 20 others",2016-17,1 year,92.5-94.9,#
NSW,False,2371,"Emmaville, Deepwater, Wellington Vale, Capoompeta, Stannum and 3 others",2016-17,1 year,NP, 
NSW,False,2372,"Tenterfield, Mole River, Liston, Sandy Flat, Back Creek and 17 others",2016-17,1 year,92.5-94.9,#
NSW,False,2379,"Goolhi, Mullaley, Napier Lane, Nombi",2016-17,1 year,NP, 
NSW,False,2380,"Gunnedah, Emerald Hill, Marys Mount, Blue Vale, Ghoolendaadi and 4 others",2016-17,1 year,95.0-100.0, 
NSW,False,2381,"Curlewis, Tambar Springs, Premer, Breeza",2016-17,1 year,NP, 
NSW,False,2382,"Boggabri, Maules Creek, Wean, Willala",2016-17,1 year,NP, 
NSW,False,2386,"Burren Junction, Drildool, Nowley",2016-17,1 year,NP, 
NSW,False,2387,"Bulyeroi, Rowena",2016-17,1 year,NP, 
NSW,False,2388,"Wee Waa, Merah North, Yarrie Lake, Boolcarroll, Cuttabri and 3 others",2016-17,1 year,95.0-100.0,#
NSW,False,2390,"Narrabri, Baan Baa, Eulah Creek, Jacks Creek, Back Creek and 11 others",2016-17,1 year,95.0-100.0, 
NSW,False,2395,"Binnaway, Ropers Road, Weetaliba",2016-17,1 year,NP, 
NSW,False,2396,"Baradine, Kenebri, Barwon, Goorianawa",2016-17,1 year,NP, 
NSW,False,2397,"Bellata, Jews Lagoon, Millie",2016-17,1 year,NP, 
NSW,False,2398,Gurley,2016-17,1 year,NP, 
NSW,False,2399,"Biniguy, Pallamallawa",2016-17,1 year,NP, 
NSW,False,2400,"Moree, Ashley, Mallowa, Bullarah, Crooble and 3 others",2016-17,1 year,95.0-100.0, 
NSW,False,2401,Gravesend,2016-17,1 year,NP, 
NSW,False,2402,"Warialda, Warialda Rail, Coolatai",2016-17,1 year,95.0-100.0,#
NSW,False,2403,"Delungra, Balfours Peak, Gragin, Myall Creek",2016-17,1 year,NP, 
NSW,False,2404,"Bingara, Bangheet, Dinoga, Elcombe, Gineroi and 4 others",2016-17,1 year,NP, 
NSW,False,2405,"Garah, Boomi",2016-17,1 year,NP, 
NSW/QLD,False,2406,"Mungindi, Weemelah",2016-17,1 year,NP, 
NSW,False,2408,"North Star, Blue Nobby, Yallaroi",2016-17,1 year,NP, 
NSW,False,2409,"Boggabilla, Boonal",2016-17,1 year,NP, 
NSW,False,2410,"Yetman, Twin Rivers",2016-17,1 year,NP, 
NSW,False,2411,Croppa Creek,2016-17,1 year,NP, 
NSW,False,2415,"Stroud Road, Monkerai, Nooroo, Upper Karuah River, Weismantels",2016-17,1 year,NP, 
NSW,False,2420,"Dungog, Martins Creek, Wallarobba, Bandon Grove, Fosterton and 18 others",2016-17,1 year,92.5-94.9,#
NSW,False,2421,"Paterson, Vacy, Fishers Hill, Tocal, Webbers Creek and 2 others",2016-17,1 year,NP, 
NSW,False,2422,"Gloucester, Barrington, Bowman, Waukivory, Craven and 40 others",2016-17,1 year,90.0-92.4,#
NSW,False,2423,"Bulahdelah, Coolongolook, Nerong, Markwell, Bungwahl and 15 others",2016-17,1 year,92.5-94.9,#
NSW,False,2424,"Mount George, Caffreys Flat, Cells River, Cooplacurripa, Cundle Flat and 4 others",2016-17,1 year,NP, 
NSW,False,2425,"Stroud, Booral, Allworth, Girvan, The Branch and 1 other",2016-17,1 year,NP, 
NSW,False,2426,"Coopernook, Moto, Langley Vale",2016-17,1 year,NP, 
NSW,False,2427,"Harrington, Crowdy Head",2016-17,1 year,NP, 
NSW,False,2428,"Forster, Tuncurry, Smiths Lake, Green Point, Coomba Park and 15 others",2016-17,1 year,92.5-94.9, 
NSW,False,2429,"Wingham, Firefly, Comboyne, Elands, Krambach and 27 others",2016-17,1 year,90.0-92.4, 
NSW,False,2430,"Taree, Old Bar, Cundletown, Tinonee, Diamond Beach and 34 others",2016-17,1 year,95.0-100.0, 
NSW,False,2431,"South West Rocks, Arakoon, Jerseyville",2016-17,1 year,90.0-92.4,#
NSW,False,2439,"Kendall, Kew, Logans Crossing, Lorne, Black Creek and 5 others",2016-17,1 year,90.0-92.4,#
NSW,False,2440,"West Kempsey, South Kempsey, Crescent Head, East Kempsey, Frederickton and 43 others",2016-17,1 year,92.5-94.9, 
NSW,False,2441,"Stuarts Point, Telegraph Point, Kundabung, Upper Rollands Plains, Eungai Creek and 15 others",2016-17,1 year,85.0-89.9,#
NSW,False,2443,"Laurieton, North Haven, Lakewood, West Haven, Dunbogan and 14 others",2016-17,1 year,92.5-94.9, 
NSW,False,2444,"Port Macquarie, North Shore, Blackmans Point, Riverside, Thrumster and 6 others",2016-17,1 year,95.0-100.0, 
NSW,False,2445,"Lake Cathie, Bonny Hills, Grants Beach, Jolly Nose",2016-17,1 year,92.5-94.9,#
NSW,False,2446,"Wauchope, King Creek, Sancrox, Lake Innes, Beechwood and 35 others",2016-17,1 year,92.5-94.9, 
NSW,False,2447,"Macksville, Scotts Head, North Macksville, Congarinni, Gumma and 14 others",2016-17,1 year,90.0-92.4,#
NSW,False,2448,"Nambucca Heads, Valla Beach, Valla, Hyland Park",2016-17,1 year,85.0-89.9,#
NSW,False,2449,"Bowraville, Argents Hill, Missabotti, South Arm, Tewinga and 4 others",2016-17,1 year,NP, 
NSW,False,2450,"Coffs Harbour, Bonville, Korora, Sapphire Beach, North Boambee Valley and 13 others",2016-17,1 year,90.0-92.4, 
NSW,False,2452,"Toormina, Boambee East, Sawtell",2016-17,1 year,92.5-94.9, 
NSW,False,2453,"Dorrigo, North Dorrigo, Ebor, Deer Vale, Hernani and 15 others",2016-17,1 year,85.0-89.9,#
NSW,False,2454,"Bellingen, Repton, Raleigh, Gleniffer, Fernmount and 9 others",2016-17,1 year,70.0-74.9,#
NSW,False,2455,Urunga,2016-17,1 year,NP, 
NSW,False,2456,"Woolgoolga, Emerald Beach, Sandy Beach, Corindi Beach, Safety Beach and 6 others",2016-17,1 year,92.5-94.9, 
NSW,False,2460,"Grafton, South Grafton, Waterview Heights, Junction Hill, Lawrence and 85 others",2016-17,1 year,95.0-100.0, 
NSW,False,2462,"Ulmarra, Wooli, Calliope, Pillar Valley, Tucabia and 7 others",2016-17,1 year,NP, 
NSW,False,2463,"Maclean, Gulmarrad, Townsend, Palmers Island, Ashby and 13 others",2016-17,1 year,95.0-100.0,#
NSW,False,2464,"Yamba, Wooloweyah, Angourie, Freeburn Island, Micalo Island and 1 other",2016-17,1 year,85.0-89.9,#
NSW,False,2465,Harwood,2016-17,1 year,NP, 
NSW,False,2466,"Iluka, The Freshwater, Woody Head",2016-17,1 year,NP, 
NSW,False,2469,"Woombah, Tabulam, Bonalbo, Drake, Rappville and 52 others",2016-17,1 year,90.0-92.4,#
NSW,False,2470,"Casino, North Casino, Yorklea, Spring Grove, Fairy Hill and 20 others",2016-17,1 year,95.0-100.0, 
NSW,False,2471,"Coraki, East Coraki, Greenridge, Swan Bay, Bora Ridge and 6 others",2016-17,1 year,NP, 
NSW,False,2472,"Woodburn, Broadwater, New Italy, Rileys Hill, Buckendoon and 6 others",2016-17,1 year,NP, 
NSW,False,2473,"Evans Head, Doonbah, Bundjalung, Iron Gates, South Evans Head",2016-17,1 year,NP, 
NSW,False,2474,"Kyogle, Geneva, Eden Creek, Fawcetts Plain, Barkers Vale and 41 others",2016-17,1 year,92.5-94.9,#
NSW,False,2475,"Urbenville, Tooloom, Upper Tooloom",2016-17,1 year,NP, 
NSW,False,2476,"Woodenbong, Legume, Muli Muli, Acacia Creek, Boomi Creek and 5 others",2016-17,1 year,NP, 
NSW,False,2477,"Alstonville, Wollongbar, Wardell, Alstonvale, Meerschaum Vale and 11 others",2016-17,1 year,92.5-94.9, 
NSW,False,2478,"Ballina, Lennox Head, East Ballina, West Ballina, Cumbalum and 11 others",2016-17,1 year,90.0-92.4, 
NSW,False,2479,"Bangalow, Newrybar, Coorabell, Coopers Shoot, Possum Creek and 6 others",2016-17,1 year,75.0-79.9,#
NSW,False,2480,"Goonellabah, East Lismore, Lismore, Lismore Heights, South Lismore and 63 others",2016-17,1 year,80.0-84.9, 
NSW,False,2481,"Byron Bay, Suffolk Park, Myocum, Ewingsdale, Skinners Shoot and 4 others",2016-17,1 year,70.0-74.9, 
NSW,False,2482,"Mullumbimby, Mullumbimby Creek, Goonengerry, Main Arm, Wilsons Creek and 8 others",2016-17,1 year,<70.0,#
NSW,False,2483,"Ocean Shores, Brunswick Heads, Burringbar, South Golden Beach, Mooball and 9 others",2016-17,1 year,<70.0, 
NSW,False,2484,"Murwillumbah, South Murwillumbah, Bray Park, Uki, Nunderi and 51 others",2016-17,1 year,80.0-84.9, 
NSW,False,2485,"Tweed Heads, Tweed Heads West",2016-17,1 year,90.0-92.4, 
NSW,False,2486,"Banora Point, Tweed Heads South, Bilambil Heights, Terranora, Bilambil and 8 others",2016-17,1 year,92.5-94.9, 
NSW,False,2487,"Kingscliff, Casuarina, Chinderah, Cudgen, Fingal Head and 3 others",2016-17,1 year,85.0-89.9, 
NSW,False,2488,"Bogangar, Cabarita Beach, Tanglewood",2016-17,1 year,85.0-89.9,#
NSW,False,2489,"Pottsville, Hastings Point, Pottsville Beach",2016-17,1 year,92.5-94.9,#
NSW,False,2490,"Tumbulgum, North Tumbulgum",2016-17,1 year,NP, 
NSW,False,2500,"Wollongong, West Wollongong, Keiraville, Gwynneville, Mangerton and 6 others",2016-17,1 year,92.5-94.9, 
NSW,False,2502,"Warrawong, Lake Heights, Cringila, Primbee",2016-17,1 year,95.0-100.0, 
NSW,False,2505,Port Kembla,2016-17,1 year,85.0-89.9,#
NSW,False,2506,Berkeley,2016-17,1 year,85.0-89.9, 
NSW,False,2508,"Helensburgh, Stanwell Park, Stanwell Tops, Otford, Darkes Forest and 4 others",2016-17,1 year,95.0-100.0, 
NSW,False,2515,"Thirroul, Austinmer, Coledale, Wombarra, Scarborough and 1 other",2016-17,1 year,90.0-92.4, 
NSW,False,2516,Bulli,2016-17,1 year,95.0-100.0,#
NSW,False,2517,"Woonona, Russell Vale, Woonona East",2016-17,1 year,92.5-94.9, 
NSW,False,2518,"Corrimal, Bellambi, East Corrimal, Towradgi, Tarrawanna and 1 other",2016-17,1 year,92.5-94.9, 
NSW,False,2519,"Fairy Meadow, Balgownie, Mount Ousley, Mount Pleasant, Fernhill",2016-17,1 year,92.5-94.9, 
NSW,False,2525,Figtree,2016-17,1 year,95.0-100.0, 
NSW,False,2526,"Unanderra, Cordeaux Heights, Farmborough Heights, Mount Kembla, Kembla Grange and 2 others",2016-17,1 year,92.5-94.9, 
NSW,False,2527,"Albion Park, Albion Park Rail, Yellow Rock, Calderwood, Tullimbar and 3 others",2016-17,1 year,95.0-100.0, 
NSW,False,2528,"Warilla, Barrack Heights, Mount Warrigal, Lake Illawarra, Windang and 1 other",2016-17,1 year,95.0-100.0, 
NSW,False,2529,"Oak Flats, Flinders, Shell Cove, Shellharbour, Blackbutt and 2 others",2016-17,1 year,92.5-94.9, 
NSW,False,2530,"Dapto, Horsley, Kanahooka, Koonawarra, Penrose and 9 others",2016-17,1 year,95.0-100.0, 
NSW,False,2533,"Kiama, Kiama Downs, Jamberoo, Kiama Heights, Minnamurra and 4 others",2016-17,1 year,95.0-100.0, 
NSW,False,2534,"Gerringong, Gerroa, Werri Beach, Foxground, Broughton Village and 3 others",2016-17,1 year,92.5-94.9,#
NSW,False,2535,"Shoalhaven Heads, Berry, Broughton Vale, Jaspers Brush, Coolangatta and 10 others",2016-17,1 year,90.0-92.4,#
NSW,False,2536,"Catalina, Surf Beach, Malua Bay, Batehaven, Batemans Bay and 23 others",2016-17,1 year,92.5-94.9, 
NSW,False,2537,"Moruya, Tuross Head, Broulee, Moruya Heads, Tomakin and 12 others",2016-17,1 year,95.0-100.0,#
NSW,False,2538,"Milton, Little Forest, Woodstock, Morton, Mogood and 3 others",2016-17,1 year,NP, 
NSW,False,2539,"Ulladulla, Mollymook Beach, Burrill Lake, Narrawallee, Mollymook and 21 others",2016-17,1 year,92.5-94.9, 
ACT/NSW,False,2540,"Sanctuary Point, Worrigee, Sussex Inlet, Vincentia, Culburra Beach and 64 others",2016-17,1 year,95.0-100.0, 
NSW,False,2541,"Nowra, Bomaderry, North Nowra, West Nowra, South Nowra and 2 others",2016-17,1 year,95.0-100.0, 
NSW,False,2545,"Bodalla, Potato Point, Eurobodalla, Nerrigundah, Belowra and 1 other",2016-17,1 year,NP, 
NSW,False,2546,"Narooma, Dalmeny, Bermagui, Kianga, North Narooma and 12 others",2016-17,1 year,92.5-94.9,#
NSW,False,2548,"Merimbula, Tura Beach, Berrambool, Bournda, Mirador and 1 other",2016-17,1 year,95.0-100.0,#
NSW,False,2549,"Pambula, Pambula Beach, South Pambula, Millingandi, Nethercote and 4 others",2016-17,1 year,85.0-89.9,#
NSW,False,2550,"Bega, Tathra, Wolumla, Candelo, Kalaru and 47 others",2016-17,1 year,85.0-89.9, 
NSW,False,2551,"Eden, Kiah, Boydtown, Edrom, Green Cape and 8 others",2016-17,1 year,95.0-100.0,#
NSW,False,2555,Badgerys Creek,2016-17,1 year,NP, 
NSW,False,2556,Bringelly,2016-17,1 year,95.0-100.0,#
NSW,False,2557,"Rossmore, Catherine Field, Gledswood Hills, Gregory Hills",2016-17,1 year,95.0-100.0, 
NSW,False,2558,"Eagle Vale, Kearns, Eschol Park",2016-17,1 year,95.0-100.0, 
NSW,False,2559,"Claymore, Blairmount",2016-17,1 year,85.0-89.9,#
NSW,False,2560,"Campbelltown, Leumeah, Bradbury, Rosemeadow, Ambarvale and 13 others",2016-17,1 year,92.5-94.9, 
NSW,False,2563,Menangle Park,2016-17,1 year,NP, 
NSW,False,2564,"Macquarie Fields, Long Point",2016-17,1 year,95.0-100.0, 
NSW,False,2565,"Ingleburn, Denham Court, Macquarie Links, Bardia",2016-17,1 year,95.0-100.0, 
NSW,False,2566,"Minto, Raby, St Andrews, Bow Bowing, Minto Heights and 1 other",2016-17,1 year,92.5-94.9, 
NSW,False,2567,"Mount Annan, Harrington Park, Narellan Vale, Currans Hill, Narellan and 1 other",2016-17,1 year,95.0-100.0, 
NSW,False,2568,Menangle,2016-17,1 year,NP, 
NSW,False,2569,Douglas Park,2016-17,1 year,NP, 
NSW,False,2570,"Camden South, Elderslie, Camden, The Oaks, Oakdale and 17 others",2016-17,1 year,95.0-100.0, 
NSW,False,2571,"Picton, Buxton, Wilton, Razorback, Balmoral and 3 others",2016-17,1 year,92.5-94.9, 
NSW,False,2572,"Thirlmere, Lakesland",2016-17,1 year,90.0-92.4,#
NSW,False,2573,Tahmoor,2016-17,1 year,95.0-100.0,#
NSW,False,2574,"Bargo, Yanderra, Pheasants Nest, Avon",2016-17,1 year,95.0-100.0, 
NSW,False,2575,"Mittagong, Hill Top, Colo Vale, Yerrinbool, Welby and 14 others",2016-17,1 year,95.0-100.0, 
NSW,False,2576,"Bowral, Burradoo, East Bowral, Kangaloon, Glenquarry and 1 other",2016-17,1 year,85.0-89.9, 
NSW,False,2577,"Moss Vale, Robertson, Kangaroo Valley, Berrima, Sutton Forest and 23 others",2016-17,1 year,95.0-100.0, 
NSW,False,2578,Bundanoon,2016-17,1 year,NP, 
NSW,False,2579,"Marulan, Exeter, Tallong, Wingello, Penrose and 2 others",2016-17,1 year,95.0-100.0,#
NSW,False,2580,"Goulburn, Quialigo, Middle Arm, Baw Baw, Run-O-Waters and 39 others",2016-17,1 year,95.0-100.0, 
NSW,False,2581,"Lade Vale, Gunning, Collector, Breadalbane, Broadway and 12 others",2016-17,1 year,95.0-100.0,#
NSW,False,2582,"Yass, Murrumbateman, Bowning, Yass River, Marchmont and 16 others",2016-17,1 year,92.5-94.9, 
NSW,False,2583,"Crookwell, Grabben Gullen, Laggan, Bigga, Binda and 10 others",2016-17,1 year,92.5-94.9,#
NSW,False,2584,Binalong,2016-17,1 year,NP, 
NSW,False,2585,Galong,2016-17,1 year,NP, 
NSW,False,2586,"Boorowa, Frogmore, Murringo, Rye Park, Godfreys Creek and 2 others",2016-17,1 year,NP, 
NSW,False,2587,"Harden, Murrumburrah, Wombat, Kingsvale, Beggan Beggan and 3 others",2016-17,1 year,92.5-94.9,#
NSW,False,2588,Wallendbeen,2016-17,1 year,NP, 
NSW,False,2590,"Cootamundra, Bethungra, Illabo",2016-17,1 year,95.0-100.0,#
NSW,False,2594,"Young, Memagong, Monteagle, Bribbaree, Burrangong and 9 others",2016-17,1 year,95.0-100.0, 
ACT,False,2600,"Yarralumla, Deakin, Barton, Canberra, Capital Hill and 5 others",2016-17,1 year,95.0-100.0,#
ACT,False,2601,"City, Acton, Canberra",2016-17,1 year,85.0-89.9,#
ACT,False,2602,"O'Connor, Watson, Ainslie, Lyneham, Downer and 2 others",2016-17,1 year,95.0-100.0, 
ACT,False,2603,"Griffith, Red Hill, Forrest, Manuka",2016-17,1 year,85.0-89.9,#
ACT,False,2604,"Narrabundah, Kingston, Causeway",2016-17,1 year,85.0-89.9, 
ACT,False,2605,"Curtin, Garran, Hughes",2016-17,1 year,92.5-94.9, 
ACT,False,2606,"Lyons, Chifley, Phillip, O'Malley, Woden",2016-17,1 year,90.0-92.4, 
ACT,False,2607,"Farrer, Mawson, Pearce, Isaacs, Torrens",2016-17,1 year,92.5-94.9, 
ACT,False,2609,"Symonston, Pialligo, Fyshwick, Majura",2016-17,1 year,NP, 
ACT/NSW,False,2611,"Weston, Duffy, Rivett, Fisher, Chapman and 14 others",2016-17,1 year,95.0-100.0, 
ACT,False,2612,"Campbell, Braddon, Turner, Reid",2016-17,1 year,92.5-94.9, 
ACT,False,2614,"Cook, Page, Hawker, Scullin, Weetangera and 2 others",2016-17,1 year,95.0-100.0, 
ACT,False,2615,"Dunlop, Macgregor, Florey, Holt, Latham and 9 others",2016-17,1 year,95.0-100.0, 
ACT,False,2617,"Kaleen, Bruce, Evatt, Belconnen, Giralang and 3 others",2016-17,1 year,92.5-94.9, 
ACT/NSW,False,2618,"Wallaroo, Hall, Springrange, Nanima",2016-17,1 year,NP, 
NSW,False,2619,Jerrabomberra,2016-17,1 year,95.0-100.0, 
ACT/NSW,False,2620,"Karabar, Queanbeyan, Crestwood, Queanbeyan East, Queanbeyan West and 24 others",2016-17,1 year,95.0-100.0, 
NSW,False,2621,"Bungendore, Bywong, Hoskinstown, Primrose Valley, Anembo and 2 others",2016-17,1 year,95.0-100.0,#
NSW,False,2622,"Braidwood, Harolds Cross, Nerriga, Warri, Araluen and 45 others",2016-17,1 year,95.0-100.0,#
NSW,False,2623,Captains Flat,2016-17,1 year,NP, 
NSW,False,2624,Perisher Valley,2016-17,1 year,NP, 
NSW,False,2626,"Bredbo, Bumbalong, Colinton",2016-17,1 year,NP, 
NSW,False,2627,"Jindabyne, Moonbah, Kosciuszko National Park, East Jindabyne, Kalkite and 5 others",2016-17,1 year,90.0-92.4,#
NSW,False,2628,"Berridale, Dalgety, Hill Top, Avonside, Beloka and 10 others",2016-17,1 year,NP, 
NSW,False,2629,"Cabramurra, Anglers Reach, Adaminaby, Long Plain, Bolaro and 4 others",2016-17,1 year,NP, 
NSW,False,2630,"Cooma, Binjura, Bunyan, Numeralla, Jerangle and 33 others",2016-17,1 year,95.0-100.0, 
NSW,False,2631,"Nimmitabel, Winifred, Greenlands, Ando, Boco and 7 others",2016-17,1 year,NP, 
NSW,False,2632,"Bombala, Bibbenluke, Mila, Paddys Flat, Bondi Forest and 13 others",2016-17,1 year,95.0-100.0,#
NSW,False,2633,"Delegate, Corrowong, Tombong",2016-17,1 year,NP, 
NSW,False,2640,"East Albury, Thurgoona, North Albury, Albury, West Albury and 11 others",2016-17,1 year,92.5-94.9, 
NSW,False,2641,"Lavington, Springdale Heights, Hamilton Valley",2016-17,1 year,90.0-92.4, 
NSW,False,2642,"Jindera, Rand, Yerong Creek, Gerogery, Khancoban and 15 others",2016-17,1 year,95.0-100.0,#
NSW,False,2643,Howlong,2016-17,1 year,NP, 
NSW,False,2644,"Holbrook, Little Billabong, Mullengandra, Woomargama, Bowna and 5 others",2016-17,1 year,NP, 
NSW,False,2645,"Urana, Cullivel",2016-17,1 year,NP, 
NSW,False,2646,"Corowa, Coreen, Lowesdale, Oaklands, Collendina and 10 others",2016-17,1 year,95.0-100.0,#
NSW,False,2647,Mulwala,2016-17,1 year,NP, 
NSW,False,2648,"Wentworth, Curlwaa, Ellerslie, Pooncarie, Pomona and 8 others",2016-17,1 year,90.0-92.4,#
NSW,False,2649,"Laurel Hill, Nurenmerenmong",2016-17,1 year,NP, 
NSW,False,2650,"Kooringal, Wagga Wagga, Lake Albert, Glenfield Park, Ashmont and 48 others",2016-17,1 year,95.0-100.0, 
NSW,False,2651,"Forest Hill, Wagga Wagga Raaf",2016-17,1 year,95.0-100.0,#
NSW,False,2652,"Uranquinty, Tarcutta, Old Junee, Mangoplah, Grong Grong and 14 others",2016-17,1 year,95.0-100.0,#
NSW,False,2653,"Tumbarumba, Courabyra, Burra, Glenroy, Paddys River and 6 others",2016-17,1 year,95.0-100.0,#
NSW,False,2655,"The Rock, French Park, Tootool",2016-17,1 year,NP, 
NSW,False,2656,"Lockhart, Brookdale, Brookong, Fargunyah, Milbrulong and 3 others",2016-17,1 year,NP, 
NSW,False,2658,"Henty, Pleasant Hills, Munyabla, Ryan",2016-17,1 year,NP, 
NSW,False,2659,"Walla Walla, Alma Park",2016-17,1 year,NP, 
NSW,False,2660,"Culcairn, Morven",2016-17,1 year,NP, 
NSW,False,2661,Kapooka,2016-17,1 year,NP, 
NSW,False,2663,"Junee, Erin Vale, Eurongilly, Marinna, Wantiool",2016-17,1 year,95.0-100.0,#
NSW,False,2665,"Ariah Park, Barellan, Ardlethan, Mirrool, Beckom and 7 others",2016-17,1 year,90.0-92.4,#
NSW,False,2666,"Temora, Sebastopol, Narraburra, Combaning, Dirnaseer and 9 others",2016-17,1 year,95.0-100.0,#
NSW,False,2668,Barmedman,2016-17,1 year,NP, 
NSW,False,2669,"Tullibigeal, Tallimba, Ungarie, Weethalle, Rankins Springs and 5 others",2016-17,1 year,NP, 
NSW,False,2671,"West Wyalong, Wyalong, Back Creek, Alleena, Burcher and 2 others",2016-17,1 year,95.0-100.0,#
NSW,False,2672,"Lake Cargelligo, Murrin Bridge, Curlew Waters",2016-17,1 year,95.0-100.0,#
NSW,False,2675,"Hillston, Lake Brewster, Monia Gap, Roto, Wallanthery",2016-17,1 year,NP, 
NSW,False,2680,"Griffith, Hanwood, Yoogali, Lake Wyangan, Tharbogang and 10 others",2016-17,1 year,92.5-94.9, 
